"Num";"CNTY";"DIFF";"STATUS";"HECTARE";"ToF";"OWNLAND";"AGE";"HARVEST";"r1";"r2";"r3";"r4";"r5";"r6";"r7";"r8";"r11";"r12";"r14";"r17";"r18";"r19";"r21";"r22";"r24";"r28";"r30";"r32";"r36";"r37"
518;59;2;0;92,6;2;0;34;93;0,73;0,33;0,23;0,17;0,56;0,99;0,77;0,23;0,19;0,26;0,54;0,04;0,04;0,15;0,17;0,56;0,19;0,26;0,11;0,22;0,95;0,73
519;59;2;1;65;2;0;57;93;2,04;0;0,38;0,78;1,26;2,13;1,31;0,82;-0,44;-0,87;2,15;0,05;0,12;0,29;0,23;0,58;0,48;0,5;0,21;0,38;0,66;0,96
520;59;2;1;22;1;1;57;93;0,75;0,34;0,33;0,25;0,5;1,14;0,76;0,38;0,2;0,23;0,66;0,05;0,06;0,19;0,47;1,51;0,08;0,13;-0,06;0,07;0,95;0,66
521;59;2;1;74;2;0;39;93;0,67;0,39;0,22;0,15;0,52;1,64;1,28;0,37;0,08;0,1;0,82;0,07;0,12;0,37;0,73;2,31;0,07;0,16;-0,21;0,04;2;0,41
522;59;2;1;92;2;1;38;93;0,91;0,11;0,21;0,19;0,72;2,31;1,82;0,49;0,13;0,14;0,79;0,05;0,12;0,34;1,46;4,26;0,03;0,08;-0,26;-0,04;1,91;0,4
523;59;2;1;24,5;2;0;56;93;0,47;0,77;0,66;0,31;0,16;1,27;0,43;0,84;-0,43;-0,47;2,06;0,07;0,09;0,17;1;1,9;0,03;0,09;-0,08;0;2,29;0,37
524;59;2;0;57,2;1;0;30;93;0,77;0,34;0,42;0,32;0,45;0,79;0,46;0,33;0,56;0,72;0,37;0,07;0,05;0,14;0,25;0,64;0,21;0,21;0,08;0,16;0,12;0,98
525;59;2;1;1,3;3;0;42;93;0,97;0,07;0,57;0,56;0,41;0,88;0,37;0,5;0,09;0,1;0,84;0,03;0,03;0,11;0,27;1,02;0,12;0,11;0;0,08;0,31;1,11
526;59;2;1;26,2;1;0;55;93;0,8;0,39;0,62;0,5;0,31;0,71;0,27;0,44;-0,11;-0,14;1,32;0,04;0,03;0,09;0,11;0,38;0,28;0,25;0,15;0,22;0,55;1,14
527;59;2;1;18,9;2;0;50;93;1,03;0;0,21;0,22;0,81;1,19;0,94;0,25;0,12;0,2;0,67;0,06;0,07;0,14;0,18;0,37;0,34;0,39;0,24;0,32;0,78;0,87
528;59;2;1;21,9;1;0;56;93;0,66;0,48;0,44;0,29;0,37;1,03;0,58;0,45;0,37;0,6;0,55;0,06;0,07;0,22;0,17;0,57;0,25;0,38;0,16;0,32;0,73;0,64
529;59;2;1;62,4;1;0;41;93;0,62;0,45;0,25;0,16;0,46;1,55;1,16;0,39;0,63;0,81;0,39;0,05;0,07;0,25;0,32;1,13;0,09;0,22;-0,03;0,15;1,47;0,4
530;59;2;1;77,1;2;0;45;93;0,98;0,03;0,47;0,46;0,53;1,46;0,78;0,68;-0,27;-0,4;1,65;0,07;0,1;0,16;0,3;0,49;0,23;0,34;0,17;0,24;1,07;0,68
531;59;2;1;45;1;0;39;93;0,81;0,34;0,55;0,45;0,36;1,15;0,52;0,63;0,28;0,36;0,69;0,04;0,05;0,09;0,25;0,43;0,14;0,2;0,12;0,15;0,5;0,7
532;59;2;0;65,3;2;0;35;93;1,82;0;0,21;0,39;1,43;3,65;2,87;0,78;0,2;0,35;0,8;0,07;0,24;1,65;0,56;3,87;0,21;0,43;-1,23;0,19;1,02;0,5
533;59;2;1;25,4;2;0;56;93;1,08;0;0,41;0,44;0,64;1,51;0,89;0,62;-0,22;-0,23;1,54;0,12;0,18;0,38;5,08;10,84;0,02;0,03;-0,34;-0,14;0,99;0,72
534;59;2;1;45;2;1;59;93;0,76;0,32;0,32;0,24;0,52;2,27;1,54;0,73;0,15;0,16;0,83;0,06;0,14;0,26;1,6;3,05;0,03;0,09;-0,18;-0,05;2,11;0,34
535;59;2;1;2;1;1;52;93;1,02;0;0,3;0,3;0,71;0,69;0,48;0,21;0,08;0,13;0,71;0,08;0,05;0,16;0,16;0,5;0,48;0,33;0,16;0,28;0,39;1,48
536;59;2;1;32,5;2;0;49;93;0,4;0,79;0,6;0,24;0,16;0,92;0,37;0,55;0,15;0,16;0,78;0,05;0,05;0,17;1,02;3,47;0,02;0,05;-0,12;0;1,6;0,43
537;59;2;1;30,2;3;1;34;93;1,03;0;0,09;0,09;0,93;1,64;1,49;0,15;0,15;0,2;0,49;0,05;0,08;0,19;0,37;0,86;0,14;0,22;0,03;0,14;1,3;0,63
538;59;1;1;57,1;3;0;47;94;0,27;0,81;0,38;0,1;0,17;0,53;0,33;0,2;0,69;1,09;0,22;0,07;0,03;0,05;0,09;0,13;0,19;0,37;0,32;0,34;1,04;0,52
539;59;1;1;65;3;0;49;94;0,18;0,91;0,55;0,1;0,08;0,47;0,21;0,26;1,07;1,75;0,19;0,04;0,02;0,06;0,04;0,17;0,14;0,39;0,32;0,37;1,35;0,37
540;59;1;1;128;2;1;47;94;0,19;0,88;0,41;0,08;0,11;0,44;0,26;0,18;0,38;0,54;0,33;0,05;0,02;0,09;0,08;0,29;0,13;0,31;0,22;0,28;1,81;0,42
541;59;1;1;49,8;1;0;46;94;0,34;0,77;0,42;0,14;0,2;0,83;0,48;0,35;0,69;0,92;0,33;0,05;0,04;0,19;0,17;0,76;0,1;0,25;0,06;0,21;1,43;0,41
542;59;1;1;76,5;3;1;54;94;0,36;0,79;0,54;0,2;0,17;0,96;0,44;0,52;0,74;1,04;0,41;0,07;0,07;0,24;0,24;0,83;0,11;0,29;0,05;0,22;1,39;0,38
543;59;1;0;67,8;1;0;44;94;0,33;0,45;-1,51;-0,49;0,82;0,62;1,55;-0,93;2,3;3,59;-0,69;0,04;0,03;0,09;0,07;0,25;0,19;0,36;0,27;0,33;0,53;0,53
544;59;1;1;42;3;0;59;94;0,19;0,9;0,52;0,1;0,09;0,25;0,12;0,13;0,43;0,6;0,23;0,04;0,01;0,04;0,04;0,15;0,22;0,29;0,25;0,28;0,77;0,75
545;59;1;0;78;1;0;37;94;0,72;0,48;0,58;0,42;0,3;0,92;0,38;0,54;0,22;0,4;0,71;0,04;0,04;0,12;0,08;0,26;0,35;0,44;0,33;0,41;0,52;0,78
546;59;1;1;83;2;0;50;94;0,57;0,59;0,47;0,27;0,3;1,06;0,56;0,5;0,28;0,41;0,64;0,03;0,03;0,25;0,1;0,78;0,17;0,32;0,07;0,28;1,08;0,54
547;59;1;1;27,7;1;0;46;94;0,77;0,31;0,33;0,25;0,51;0,92;0,62;0,3;0,23;0,32;0,57;0,09;0,08;0,15;0,27;0,5;0,25;0,3;0,15;0,22;0,68;0,83
548;59;1;1;156,1;2;0;36;94;0,83;0,3;0,51;0,42;0,41;1,83;0,9;0,93;-0,29;-0,46;1,46;0,07;0,12;0,36;0,34;1;0,16;0,36;0;0,24;1,58;0,45
549;59;1;1;87,1;2;0;57;94;0,4;0,93;0,89;0,36;0,04;0,46;0,05;0,41;0,28;0,55;0,6;0,06;0,03;0,17;0,06;0,34;0,43;0,49;0,32;0,46;0,46;0,87
550;59;1;1;101,8;2;0;53;94;0,35;0,79;0,49;0,17;0,18;0,48;0,24;0,23;0,42;0,73;0,36;0,04;0,02;0,1;0,05;0,24;0,31;0,43;0,33;0,41;0,73;0,72
551;59;1;1;77,7;2;1;50;94;0,35;0,72;0,29;0,1;0,25;0,69;0,49;0,2;0,51;0,7;0,28;0,03;0,02;0,15;0,09;0,56;0,14;0,27;0,12;0,25;1,27;0,51
552;59;1;1;81,6;2;0;59;94;0,14;0,93;0,54;0,08;0,07;0,31;0,14;0,17;0,89;1,29;0,16;0,02;0,01;0,41;0,02;1,31;0,15;0,31;-0,1;0,3;1,09;0,47
553;59;1;1;151,7;2;0;49;94;0,32;0,76;0,34;0,11;0,21;0,55;0,36;0,19;0,65;1,04;0,22;0,04;0,02;0,08;0,06;0,22;0,22;0,37;0,29;0,35;0,88;0,58
554;59;1;0;69;1;0;37;94;0,29;0,8;0,37;0,11;0,18;0,43;0,27;0,16;0,8;1,57;0,17;0,03;0,01;0,06;0,03;0,12;0,33;0,49;0,44;0,48;0,52;0,68
555;59;1;1;43,4;1;1;54;94;0,39;0,65;0,15;0,06;0,33;0,76;0,64;0,12;0,71;1,21;0,14;0,07;0,05;0,2;0,13;0,48;0,22;0,42;0,21;0,36;1,11;0,52
556;59;1;0;112;1;0;35;94;0,47;0,67;0,44;0,21;0,26;0,56;0,31;0,25;0,55;0,89;0,31;0,04;0,02;0,13;0,06;0,34;0,32;0,38;0,25;0,36;0,4;0,84
557;59;1;1;70,9;1;0;50;94;0,37;0,72;0,34;0,13;0,25;0,86;0,57;0,29;1,02;1,75;0,22;0,05;0,05;0,19;0,11;0,46;0,18;0,42;0,23;0,37;0,99;0,44
558;59;1;0;160,6;2;0;24;94;0,73;0,36;0,34;0,25;0,48;1,12;0,74;0,38;0,38;0,63;0,5;0,04;0,04;0,21;0,11;0,52;0,26;0,4;0,19;0,35;0,77;0,66
559;59;1;1;107,7;2;1;59;94;0,46;0,66;0,41;0,19;0,27;0,75;0,44;0,31;0,35;0,48;0,47;0,06;0,04;0,1;0,15;0,36;0,17;0,28;0,18;0,24;0,95;0,62
560;59;1;1;118,6;1;1;58;94;0,19;0,93;0,67;0,13;0,06;0,3;0,1;0,2;0,61;1,09;0,25;0,03;0,01;0,02;0,02;0,06;0,28;0,44;0,42;0,43;0,75;0,64
561;59;1;1;54;2;1;37;94;0,5;0,53;0,12;0,06;0,44;1,6;1,41;0,19;0,9;1,39;0,17;0,05;0,08;0,41;0,23;1,15;0,11;0,35;-0,05;0,27;2,12;0,31
562;59;1;1;83,3;3;0;39;94;0,55;0,5;0,16;0,09;0,46;1,02;0,86;0,16;0,66;1,11;0,2;0,05;0,05;0,19;0,13;0,46;0,22;0,41;0,22;0,35;1,05;0,54
563;59;1;0;128,2;2;0;33;94;0,88;0,19;0,42;0,37;0,52;0,75;0,44;0,31;0,04;0,05;0,9;0,03;0,02;0,12;0,06;0,37;0,39;0,33;0,21;0,31;0,51;1,17
564;59;1;1;51;1;0;39;94;0,46;0,67;0,42;0,19;0,27;1,17;0,68;0,49;0,36;0,58;0,58;0,04;0,04;0,14;0,12;0,37;0,15;0,38;0,24;0,34;1,68;0,4
565;59;1;1;65;1;0;59;94;0,34;0,8;0,52;0,17;0,16;0,46;0,22;0,24;0,69;0,95;0,26;0,03;0,01;0,07;0,05;0,24;0,2;0,28;0,21;0,26;0,45;0,73
566;59;1;1;152,5;1;0;45;94;0,62;0,54;0,48;0,29;0,32;1,07;0,56;0,51;0,45;0,69;0,53;0,06;0,06;0,2;0,18;0,56;0,2;0,35;0,15;0,29;0,78;0,57
567;59;1;1;52,7;1;0;28;94;0,74;0,42;0,51;0,37;0,37;1,07;0,53;0,54;0,11;0,19;0,83;0,06;0,06;0,24;0,16;0,61;0,27;0,4;0,15;0,33;0,8;0,69
568;59;1;1;38,1;1;1;54;94;0,35;0,78;0,48;0,16;0,18;0,74;0,39;0,35;0,51;0,79;0,41;0,06;0,04;0,12;0,12;0,33;0,16;0,35;0,23;0,31;1,29;0,46
569;59;1;0;119,8;1;0;27;94;0,53;0,6;0,42;0,22;0,31;0,79;0,46;0,33;0,59;0,82;0,36;0,04;0,03;0,14;0,1;0,48;0,19;0,29;0,15;0,26;0,57;0,68
570;59;1;0;151,5;1;0;31;94;0,36;0,8;0,57;0,21;0,16;0,49;0,21;0,28;0,59;1,04;0,32;0,04;0,02;0,09;0,05;0,2;0,32;0,44;0,35;0,41;0,48;0,74
571;59;1;1;52,7;1;0;39;94;0,27;0,79;0,27;0,07;0,19;0,54;0,39;0,15;0,7;1,35;0,17;0,03;0,02;0,12;0,03;0,24;0,24;0,48;0,37;0,47;1,16;0,5
572;59;1;1;85,2;1;0;42;94;0,43;0,65;0,3;0,13;0,3;0,84;0,59;0,25;0,64;1;0,28;0,04;0,04;0,17;0,1;0,48;0,18;0,35;0,18;0,32;1,04;0,52
573;59;1;0;69;1;0;34;94;0,39;0,65;0,16;0,06;0,33;0,76;0,64;0,12;0,89;1,44;0,12;0,04;0,03;0,17;0,07;0,44;0,19;0,38;0,22;0,36;0,97;0,51
574;59;1;1;61,6;1;0;49;94;0,39;0,63;0,09;0,04;0,36;0,76;0,69;0,07;0,53;0,96;0,11;0,07;0,05;0,15;0,12;0,34;0,23;0,45;0,3;0,4;1,34;0,52
575;59;1;0;67,2;1;0;33;94;0,47;0,62;0,3;0,14;0,33;0,62;0,43;0,19;0,62;1,26;0,23;0,04;0,02;0,11;0,05;0,21;0,39;0,51;0,41;0,49;0,51;0,76
576;59;1;1;47,8;3;0;55;94;0,52;0,53;0,17;0,09;0,43;0,62;0,51;0,1;0,15;0,19;0,41;0,05;0,03;0,13;0,14;0,53;0,2;0,24;0,11;0,2;0,95;0,84
577;59;1;1;125,9;2;1;50;94;0,7;0,41;0,38;0,26;0,44;1,57;0,98;0,59;0,26;0,36;0,7;0,05;0,08;0,28;0,29;0,96;0,13;0,29;0,01;0,2;1,41;0,44
578;59;1;1;42,6;2;1;60;94;0,58;0,53;0,34;0,19;0,38;1,39;0,92;0,47;0,12;0,21;0,8;0,08;0,12;0,33;0,26;0,74;0,18;0,44;0,12;0,33;1,83;0,41
579;59;1;1;37,4;1;1;34;94;0,42;0,62;0,13;0,05;0,36;1,35;1,17;0,17;0,93;1,42;0,16;0,04;0,05;0,19;0,16;0,54;0,11;0,35;0,16;0,29;2,13;0,31
580;59;1;1;33,4;1;1;47;94;0,66;0,47;0,42;0,28;0,38;1,1;0,64;0,46;0,06;0,07;0,89;0,06;0,07;0,18;0,39;1,03;0,11;0,17;-0,01;0,11;1,13;0,6
581;59;1;0;102,2;2;0;33;94;0,4;0,81;0,66;0,26;0,14;0,54;0,18;0,35;0,37;0,84;0,49;0,03;0,02;0,06;0,03;0,1;0,42;0,56;0,5;0,54;0,62;0,75
582;59;1;1;76,1;2;0;30;94;0,83;0,26;0,39;0,32;0,5;1,81;1,1;0,71;0,06;0,09;0,93;0,04;0,08;0,25;0,19;0,6;0,19;0,42;0,17;0,34;1,42;0,46
583;59;1;1;178,2;2;1;38;94;0,6;0,45;0,18;0,11;0,49;1,25;1,02;0,23;0,52;0,95;0,3;0,04;0,04;0,21;0,1;0,45;0,22;0,46;0,25;0,41;1,36;0,48
584;59;1;0;22;2;0;28;94;0,55;0,51;0,2;0,11;0,44;0,37;0,29;0,07;0,1;0,18;0,42;0,03;0,01;0,11;0,03;0,25;0,65;0,43;0,32;0,42;0,49;1,51
585;59;1;0;210;2;0;34;94;0,53;0,59;0,38;0,2;0,33;0,47;0,29;0,18;0,47;0,74;0,28;0,03;0,01;0,07;0,04;0,2;0,42;0,37;0,29;0,35;0,24;1,13
586;59;1;1;42;1;0;49;94;0,37;0,66;0,12;0,04;0,33;0,44;0,39;0,05;0,49;0,75;0,1;0,08;0,04;0,13;0,1;0,38;0,3;0,36;0,22;0,32;0,66;0,83
587;59;1;0;247,5;2;1;24;94;0,68;0,37;0,22;0,15;0,53;1,34;1,05;0,3;0,21;0,33;0,59;0,11;0,15;0,24;0,4;0,67;0,19;0,37;0,12;0,22;1,46;0,51
588;59;1;0;112;2;0;33;94;0,27;0,82;0,37;0,1;0,17;0,36;0,22;0,13;0,8;1,45;0,14;0,04;0,01;0,04;0,03;0,1;0,34;0,45;0,41;0,44;0,42;0,75
589;59;1;0;114,5;2;0;35;94;0,41;0,68;0,31;0,13;0,28;0,44;0,3;0,14;0,64;1,22;0,18;0,04;0,02;0,08;0,04;0,16;0,45;0,48;0,4;0,46;0,3;0,93
590;59;1;0;197,5;2;0;27;94;0,38;0,71;0,32;0,12;0,26;0,47;0,32;0,15;0,34;0,53;0,3;0,04;0,02;0,08;0,06;0,23;0,28;0,35;0,27;0,33;0,75;0,8
591;59;1;1;5,9;3;0;34;94;0,9;0,13;0,26;0,23;0,67;0,94;0,69;0,24;-0,06;-0,21;1,33;0,05;0,05;0,12;0,07;0,17;0,68;0,71;0,59;0,66;0,86;0,96
592;59;1;1;4,4;3;0;45;94;0,52;0,75;0,7;0,37;0,16;0,25;0,08;0,18;0,15;0,18;0,54;0,04;0,01;0,1;0,06;0,61;0,36;0,17;0,07;0,16;0,16;2,07
593;59;2;1;51,6;1;0;48;94;0,47;0,63;0,34;0,16;0,31;0,91;0,6;0,31;0,4;0,56;0,44;0,04;0,04;0,13;0,14;0,45;0,15;0,28;0,16;0,24;1,23;0,52
594;59;2;1;32;2;0;46;94;1,1;0;0,37;0,4;0,69;1,54;0,97;0,57;-0,05;-0,08;1,1;0,03;0,04;0,39;0,11;1,05;0,26;0,37;-0,02;0,33;0,88;0,72
595;59;2;1;50;1;0;31;94;0,69;0,35;0,15;0,11;0,59;1,07;0,91;0,16;0,48;0,72;0,25;0,04;0,04;0,19;0,12;0,56;0,22;0,33;0,15;0,3;0,91;0,64
596;59;2;0;11,2;3;0;32;94;3,49;0;0,2;0,7;2,79;1,49;1,19;0,3;-0,13;-0,15;1,78;0,05;0,08;0,27;0,69;2,38;0,27;0,11;-0,16;0,04;0,26;2,35
597;59;2;1;35,3;3;0;46;94;1,21;0;0,16;0,19;1,02;1,69;1,42;0,27;0,06;0,08;0,82;0,05;0,08;0,21;0,44;1,11;0,14;0,19;-0,02;0,11;1,06;0,72
598;59;2;1;35,4;1;1;44;94;0,66;0,42;0,29;0,2;0,47;1,43;1,01;0,42;0,28;0,39;0,61;0,04;0,06;0,23;0,21;0,79;0,14;0,3;0,06;0,23;1,46;0,46
599;59;2;1;48,2;2;0;50;94;0,14;0,94;0,59;0,08;0,06;0,25;0,1;0,15;0,48;0,62;0,24;0,06;0,01;0,08;0,06;0,32;0,13;0,24;0,16;0,22;1,23;0,54
600;59;2;1;28;1;0;49;94;1,6;0;0,21;0,34;1,26;3,55;2,8;0,75;0,86;1,01;0,47;0,06;0,23;0,86;1,51;5,77;0,07;0,15;-0,71;-0,08;0,61;0,45
601;59;2;1;68;1;1;47;94;0,32;0,7;0,1;0,03;0,29;1,93;1,74;0,19;2,31;3,28;0,08;0,04;0,08;0,24;0,27;0,79;0,05;0,3;0,06;0,22;3,52;0,17
602;59;2;1;9;1;0;65;94;0,2;0,95;0,77;0,15;0,05;0,3;0,07;0,23;0,62;0,83;0,27;0,04;0,01;0,19;0,04;0,74;0,18;0,26;0,07;0,25;0,64;0,67
603;59;2;1;14,7;3;0;53;94;0,44;0,7;0,47;0,2;0,24;1,93;1,03;0,9;-0,1;-0,15;1,13;0,08;0,15;0,62;0,45;1,85;0,08;0,34;-0,29;0,18;3,58;0,23
604;59;2;1;32,2;1;1;33;94;0,9;0,15;0,36;0,32;0,58;1,34;0,86;0,48;0,61;1,07;0,44;0,04;0,06;0,24;0,14;0,55;0,29;0,43;0,19;0,37;0,4;0,67
605;59;2;1;51,7;1;0;34;94;0,81;0,28;0,4;0,32;0,49;1,47;0,88;0,59;0,15;0,22;0,79;0,03;0,04;0,17;0,14;0,61;0,16;0,28;0,11;0,24;1,07;0,55
606;59;2;1;34,7;1;1;43;94;0,66;0,43;0,33;0,22;0,44;1,43;0,96;0,47;0,49;0,78;0,49;0,03;0,04;0,16;0,12;0,41;0,18;0,38;0,22;0,33;1,2;0,46
607;59;2;1;125,8;3;0;51;94;1,2;0;0,59;0,71;0,49;1,91;0,79;1,13;-0,28;-0,32;1,33;0,05;0,1;0,27;0,83;2,32;0,07;0,12;-0,15;0,02;0,75;0,63
608;59;2;0;55,9;1;0;30;94;0,68;0,51;0,55;0,38;0,31;1,41;0,64;0,77;0,54;0,97;0,59;0,05;0,08;0,2;0,17;0,45;0,21;0,44;0,24;0,37;0,75;0,49
609;59;2;0;123,2;1;0;29;94;0,79;0,49;0,72;0,57;0,22;0,94;0,27;0,68;0,32;0,47;0,68;0,06;0,05;0,15;0,17;0,47;0,27;0,32;0,17;0,27;0,2;0,84
610;59;2;0;92,6;2;0;34;94;0,8;0,26;0,29;0,23;0,57;1,05;0,74;0,3;0,08;0,1;0,8;0,05;0,06;0,17;0,23;0,71;0,19;0,24;0,07;0,19;0,92;0,77
611;59;2;1;65;2;0;57;94;1,99;0;0,39;0,78;1,21;2,28;1,38;0,89;-0,45;-0,93;2,02;0,06;0,14;0,34;0,26;0,65;0,45;0,52;0,18;0,38;0,7;0,87
612;59;2;1;22;1;1;57;94;0,74;0,34;0,34;0,25;0,49;1,3;0,86;0,44;0,14;0,16;0,76;0,05;0,06;0,19;0,41;1,28;0,09;0,15;-0,04;0,09;1,18;0,57
613;59;2;1;74;2;0;39;94;0,72;0,33;0,19;0,13;0,58;1,68;1,37;0,32;0,14;0,16;0,7;0,06;0,11;0,33;0,73;2,23;0,06;0,15;-0,18;0,04;1,9;0,43
614;59;2;1;92;2;1;38;94;0,88;0,16;0,28;0,25;0,63;1,55;1,12;0,44;0,03;0,04;0,95;0,05;0,08;0,24;0,25;0,74;0,19;0,33;0,09;0,25;1,31;0,57
615;59;2;1;24,5;2;0;56;94;0,39;0,82;0,65;0,25;0,14;0,95;0,33;0,62;-0,32;-0,47;2,08;0,05;0,04;0,11;0,14;0,35;0,13;0,32;0,21;0,27;2,12;0,41
616;59;2;0;57,2;1;0;30;94;0,72;0,4;0,42;0,3;0,42;0,78;0,45;0,33;0,63;0,87;0,34;0,04;0,03;0,11;0,11;0,4;0,25;0,27;0,16;0,24;0,12;0,92
617;59;2;1;1,3;3;0;42;94;1,01;0;0,72;0,73;0,28;0,75;0,21;0,54;-0,01;-0,01;1,02;0,02;0,02;0,07;0,18;0,66;0,13;0,1;0,03;0,08;0,21;1,35
618;59;2;1;26,2;1;0;55;94;0,68;0,64;0,74;0,5;0,18;0,56;0,15;0,41;-0,05;-0,08;1,14;0,03;0,01;0,06;0,04;0,19;0,41;0,34;0,27;0,32;0,47;1,21
619;59;2;1;18,9;2;0;50;94;1,14;0;0,37;0,42;0,72;1,79;1,13;0,66;-0,01;-0,01;1,02;0,06;0,11;0,2;2,65;4,97;0,03;0,04;-0,16;-0,07;0,93;0,64
620;59;2;1;21,9;1;0;56;94;0,6;0,53;0,42;0,25;0,35;1,27;0,74;0,53;0,47;0,61;0,53;0,04;0,04;0,2;0,19;0,84;0,11;0,24;0,04;0,19;1,1;0,48
621;59;2;1;62,4;1;0;41;94;0,69;0,36;0,19;0,13;0,56;1,76;1,43;0,33;0,68;0,83;0,33;0,05;0,08;0,29;0,46;1,63;0,07;0,18;-0,11;0,1;1,56;0,39
622;59;2;1;77,1;2;0;45;94;1,03;0;0,56;0,57;0,46;1,71;0,76;0,95;-0,38;-0,53;1,66;0,05;0,09;0,13;0,3;0,45;0,17;0,29;0,16;0,2;1,09;0,6
623;59;2;1;45;1;0;39;94;0,76;0,35;0,44;0,33;0,43;1,01;0,57;0,44;0,35;0,49;0,55;0,05;0,05;0,09;0,19;0,33;0,21;0,28;0,19;0,23;0,53;0,76
624;59;2;0;65,3;2;0;35;94;1,96;0;0,16;0,31;1,65;2,74;2,31;0,43;0,14;0,25;0,76;0,05;0,13;0,35;0,28;0,76;0,33;0,46;0,11;0,33;0,83;0,72
625;59;2;1;25,4;2;0;56;94;1,04;0;0,35;0,36;0,68;1,76;1,15;0,61;-0,07;-0,1;1,14;0,06;0,11;0,84;0,41;3,08;0,16;0,27;-0,57;0,16;1,16;0,59
626;59;2;1;45;2;1;59;94;0,68;0,45;0,41;0,28;0,4;1,49;0,88;0,61;0,2;0,3;0,76;0,19;0,29;0,38;0,85;1,11;0,16;0,34;-0,04;0,05;1,39;0,46
627;59;2;1;2;1;1;52;94;0,97;0,04;0,24;0,23;0,74;0,59;0,45;0,14;0,1;0,16;0,58;0,08;0,05;0,17;0,14;0,48;0,59;0,36;0,19;0,31;0,37;1,65
628;59;2;1;32,5;2;0;49;94;0,38;0,79;0,55;0,21;0,17;0,74;0,33;0,41;0,22;0,25;0,65;0,04;0,03;0,11;0,22;0,83;0,07;0,13;0,02;0,1;1,34;0,51
629;59;2;1;30,2;3;1;34;94;1,27;0;0,18;0,23;1,04;2,18;1,79;0,39;-0,11;-0,12;1,41;0,04;0,08;0,19;2,07;4,85;0,02;0,04;-0,15;-0,04;1,45;0,58
630;59;2;1;47;3;1;55;94;0,52;0,56;0,28;0,15;0,37;1,24;0,89;0,35;0,38;0,69;0,48;0,06;0,07;0,21;0,15;0,46;0,19;0,46;0,25;0,39;1,65;0,42
631;61;1;1;63;3;0;38;90;0,61;0,52;0,39;0,24;0,37;1,29;0,78;0,51;0,08;0,13;0,87;0,04;0,06;0,15;0,13;0,35;0,2;0,43;0,28;0,37;1,54;0,47
632;61;1;1;31;5;0;53;90;0,12;0,92;0,28;0,03;0,08;0,5;0,36;0,14;0,74;1,12;0,16;0,03;0,01;0,11;0,03;0,31;0,07;0,34;0,23;0,33;3,25;0,22
633;61;1;1;47;2;0;41;90;0,46;0,61;0,24;0,11;0,35;0,72;0,55;0,17;0,06;0,08;0,74;0,04;0,03;0,05;0,1;0,19;0,18;0,27;0,22;0,25;1,33;0,64
634;61;1;1;33;2;0;35;90;0,48;0,53;0,06;0,02;0,46;0,95;0,91;0,04;0,21;0,31;0,17;0,04;0,04;0,08;0,12;0,26;0,17;0,33;0,24;0,29;1,75;0,5
635;61;1;1;34;5;0;33;90;0,27;0,75;0,13;0,04;0,24;0,74;0,64;0,1;0,97;1,49;0,07;0,04;0,03;0,07;0,06;0,15;0,18;0,48;0,38;0,45;1,33;0,37
636;61;1;1;37;5;0;32;90;0,36;0,64;0,06;0,02;0,36;0,91;0,89;0,04;0,75;1,29;0,07;0,04;0,04;0,08;0,1;0,2;0,17;0,42;0,34;0,38;1,73;0,4
637;61;1;1;35;5;0;45;90;0,12;0,94;0,3;0,02;0,06;0,23;0,1;0,04;0,24;0,37;0,11;0,08;0,01;0,05;0,03;0,12;0,16;0,37;0,35;0,36;2,03;0,44
638;61;1;0;60;2;0;28;90;0,24;0,8;0,23;0,06;0,19;0,57;0,44;0,13;0,73;1,16;0,16;0,06;0,03;0,05;0,08;0,14;0,16;0,38;0,32;0,34;1,51;0,42
639;61;1;1;39;5;0;30;90;0,24;0,8;0,23;0,06;0,19;0,59;0,45;0,14;0,97;1,47;0,12;0,03;0,01;0,06;0,03;0,19;0,14;0,33;0,27;0,33;1,31;0,41
640;61;1;1;47;5;1;58;90;0,14;0,89;0,29;0,04;0,1;0,23;0,13;0,05;0,23;0,4;0,19;0,05;0,01;0,05;0,03;0,12;0,32;0,41;0,36;0,4;1,01;0,77
641;61;1;0;82;3;0;40;90;0,2;0,85;0,28;0,06;0,14;0,3;0,22;0,08;0,31;0,57;0,21;0,04;0,01;0,05;0,03;0,12;0,31;0,46;0,38;0,45;1,1;0,67
642;61;1;1;37;5;0;41;90;0,31;0,71;0,09;0,03;0,28;0,55;0,5;0,05;0,12;0,2;0,3;0,05;0,03;0,06;0,06;0,15;0,23;0,41;0,35;0,38;1,61;0,56
643;61;1;1;123;3;0;37;90;0,58;0,48;0,22;0,13;0,45;1,06;0,82;0,24;0,29;0,46;0,45;0,05;0,05;0,16;0,15;0,43;0,2;0,36;0,21;0,31;1,3;0,55
644;61;1;1;53;2;0;48;90;0,22;0,8;0,07;0,02;0,2;0,43;0,4;0,04;0,25;0,41;0,11;0,06;0,03;0,07;0,07;0,17;0,2;0,4;0,33;0,37;1,74;0,5
645;61;1;1;69;5;0;43;90;0,28;0,78;0,28;0,08;0,2;0,41;0,3;0,11;0,23;0,32;0,34;0,08;0,03;0,22;0,11;0,7;0,21;0,31;0,09;0,27;1,13;0,68
646;61;1;0;80;5;0;56;90;0,36;0,94;0,79;0,36;0,06;0,28;0,1;0,28;-0,07;-0,1;1,34;0,05;0,02;0,05;0,05;0,12;0,35;0,3;0,27;0,28;0,58;0,91
